Sweden,Norway,5,2,Friendly,Stockholm,Sweden,FALSE,Sweden,1915-10-24
Sweden,Denmark,0,2,Friendly,Stockholm,Sweden,FALSE,Denmark,1915-10-31
Hungary,Austria,6,2,Friendly,Budapest,Hungary,FALSE,Hungary,1915-11-07
Austria,Hungary,3,1,Friendly,Vienna,Austria,FALSE,Austria,1916-05-07
Catalonia,Basque Country,1,3,Friendly,Barcelona,Spain,FALSE,Basque Country,1916-05-21
Catalonia,Basque Country,0,0,Friendly,Barcelona,Spain,FALSE,DRAW,1916-05-22
Denmark,Sweden,2,0,Friendly,Copenhagen,Denmark,FALSE,Denmark,1916-06-04
Hungary,Austria,2,1,Friendly,Budapest,Hungary,FALSE,Hungary,1916-06-04
Basque Country,Catalonia,5,0,Friendly,Bilbao,Spain,FALSE,Basque Country,1916-06-04
Norway,Denmark,0,2,Friendly,Kristiania,Norway,FALSE,Denmark,1916-06-25
Chile,Uruguay,0,4,Copa América,Buenos Aires,Argentina,TRUE,Uruguay,1916-07-02
Sweden,Norway,6,0,Friendly,Stockholm,Sweden,FALSE,Sweden,1916-07-02
Argentina,Chile,6,1,Copa América,Buenos Aires,Argentina,FALSE,Argentina,1916-07-06
Brazil,Chile,1,1,Copa América,Buenos Aires,Argentina,TRUE,DRAW,1916-07-08
Argentina,Brazil,1,1,Copa América,Buenos Aires,Argentina,FALSE,DRAW,1916-07-10
Argentina,Chile,1,0,Friendly,Buenos Aires,Argentina,FALSE,Argentina,1916-07-12
Brazil,Uruguay,1,2,Copa América,Buenos Aires,Argentina,TRUE,Uruguay,1916-07-12
Uruguay,Chile,4,1,Friendly,Montevideo,Uruguay,FALSE,Uruguay,1916-07-14
Argentina,Uruguay,0,0,Copa América,Avellaneda,Argentina,FALSE,DRAW,1916-07-17
Uruguay,Brazil,0,1,Friendly,Montevideo,Uruguay,FALSE,Brazil,1916-07-18
Argentina,Uruguay,3,1,Copa Newton,Avellaneda,Argentina,FALSE,Argentina,1916-08-15
Uruguay,Argentina,1,2,Copa Lipton,Montevideo,Uruguay,FALSE,Argentina,1916-08-15
Sweden,United States,2,3,Friendly,Stockholm,Sweden,FALSE,United States,1916-08-20
Norway,United States,1,1,Friendly,Kristiania,Norway,FALSE,DRAW,1916-09-03
Argentina,Uruguay,7,2,Friendly,Avellaneda,Argentina,FALSE,Argentina,1916-10-01
Hungary,Austria,2,3,Friendly,Budapest,Hungary,FALSE,Austria,1916-10-01
Norway,Sweden,0,0,Friendly,Kristiania,Norway,FALSE,DRAW,1916-10-01
Uruguay,Argentina,0,1,Copa Premio Honor Uruguayo,Montevideo,Uruguay,FALSE,Argentina,1916-10-01
Sweden,Denmark,4,0,Friendly,Stockholm,Sweden,FALSE,Sweden,1916-10-08
Denmark,Norway,8,0,Friendly,Copenhagen,Denmark,FALSE,Denmark,1916-10-15
Uruguay,Argentina,3,1,Friendly,Montevideo,Uruguay,FALSE,Uruguay,1916-10-29
Austria,Hungary,3,3,Friendly,Vienna,Austria,FALSE,DRAW,1916-11-05
Austria,Hungary,1,1,Friendly,Vienna,Austria,FALSE,DRAW,1917-05-06
Japan,Philippines,2,15,Friendly,Tokyo,Japan,FALSE,Philippines,1917-05-07
Denmark,Sweden,1,1,Friendly,Copenhagen,Denmark,FALSE,DRAW,1917-06-03
Hungary,Austria,6,2,Friendly,Budapest,Hungary,FALSE,Hungary,1917-06-03
Norway,Denmark,1,2,Friendly,Kristiania,Norway,FALSE,Denmark,1917-06-17
Austria,Hungary,1,4,Friendly,Vienna,Austria,FALSE,Hungary,1917-07-15
Uruguay,Argentina,0,2,Copa Premio Honor Uruguayo,Montevideo,Uruguay,FALSE,Argentina,1917-07-18
Argentina,Uruguay,1,0,Copa Lipton,Avellaneda,Argentina,FALSE,Argentina,1917-08-15
Sweden,Norway,3,3,Friendly,Helsingborg,Sweden,FALSE,DRAW,1917-08-19
Uruguay,Argentina,1,0,Copa Newton,Montevideo,Uruguay,FALSE,Uruguay,1917-09-02
Norway,Sweden,0,2,Friendly,Kristiania,Norway,FALSE,Sweden,1917-09-16
Uruguay,Chile,4,0,Copa América,Montevideo,Uruguay,FALSE,Uruguay,1917-09-30
Argentina,Brazil,4,2,Copa América,Montevideo,Uruguay,TRUE,Argentina,1917-10-03
Argentina,Chile,1,0,Copa América,Montevideo,Uruguay,TRUE,Argentina,1917-10-06
Denmark,Norway,12,0,Friendly,Copenhagen,Denmark,FALSE,Denmark,1917-10-07
Hungary,Austria,2,1,Friendly,Budapest,Hungary,FALSE,Hungary,1917-10-07
Uruguay,Brazil,4,0,Copa América,Montevideo,Uruguay,FALSE,Uruguay,1917-10-07
Brazil,Chile,5,0,Copa América,Montevideo,Uruguay,TRUE,Brazil,1917-10-12
Sweden,Denmark,1,2,Friendly,Stockholm,Sweden,FALSE,Denmark,1917-10-14
Uruguay,Argentina,1,0,Copa América,Montevideo,Uruguay,FALSE,Uruguay,1917-10-14
Uruguay,Brazil,3,1,Friendly,Montevideo,Uruguay,FALSE,Uruguay,1917-10-16
Austria,Hungary,1,2,Friendly,Vienna,Austria,FALSE,Hungary,1917-11-04
Switzerland,Austria,0,1,Friendly,Basel,Switzerland,FALSE,Austria,1917-12-23
Switzerland,Austria,3,2,Friendly,Zürich,Switzerland,FALSE,Switzerland,1917-12-26
Hungary,Austria,2,0,Friendly,Budapest,Hungary,FALSE,Hungary,1918-04-14
Austria,Switzerland,5,1,Friendly,Vienna,Austria,FALSE,Austria,1918-05-09
Hungary,Switzerland,2,1,Friendly,Budapest,Hungary,FALSE,Hungary,1918-05-12
Sweden,Norway,2,0,Friendly,Stockholm,Sweden,FALSE,Sweden,1918-05-26
Austria,Hungary,0,2,Friendly,Vienna,Austria,FALSE,Hungary,1918-06-02
Denmark,Sweden,3,0,Friendly,Copenhagen,Denmark,FALSE,Denmark,1918-06-02
Norway,Denmark,3,1,Friendly,Kristiania,Norway,FALSE,Norway,1918-06-16
Uruguay,Argentina,1,1,Copa Premio Honor Uruguayo,Montevideo,Uruguay,FALSE,DRAW,1918-07-18
Uruguay,Argentina,3,1,Copa Premio Honor Uruguayo,Montevideo,Uruguay,FALSE,Uruguay,1918-07-28
Argentina,Uruguay,0,0,Copa Premio Honor Argentino,Buenos Aires,Argentina,FALSE,DRAW,1918-08-15
Argentina,Uruguay,2,1,Copa Premio Honor Argentino,Buenos Aires,Argentina,FALSE,Argentina,1918-08-25
Norway,Sweden,2,1,Friendly,Kristiania,Norway,FALSE,Norway,1918-09-15
Uruguay,Argentina,1,1,Copa Lipton,Montevideo,Uruguay,FALSE,DRAW,1918-09-20
Argentina,Uruguay,2,0,Copa Newton,Buenos Aires,Argentina,FALSE,Argentina,1918-09-29
Austria,Hungary,0,3,Friendly,Vienna,Austria,FALSE,Hungary,1918-10-06
Denmark,Norway,4,0,Friendly,Copenhagen,Denmark,FALSE,Denmark,1918-10-06
Sweden,Denmark,1,2,Friendly,Gothenburg,Sweden,FALSE,Denmark,1918-10-20
Belgium,France,2,2,Friendly,Brussels,Belgium,FALSE,DRAW,1919-03-09
Hungary,Austria,2,1,Friendly,Budapest,Hungary,FALSE,Hungary,1919-04-06
Brazil,Chile,6,0,Copa América,Rio de Janeiro,Brazil,FALSE,Brazil,1919-05-11
Paraguay,Argentina,1,5,Friendly,Asunción,Paraguay,FALSE,Argentina,1919-05-11
Argentina,Uruguay,2,3,Copa América,Rio de Janeiro,Brazil,TRUE,Uruguay,1919-05-13
Paraguay,Argentina,0,3,Friendly,Asunción,Paraguay,FALSE,Argentina,1919-05-15
Chile,Uruguay,0,2,Copa América,Rio de Janeiro,Brazil,TRUE,Uruguay,1919-05-17
Brazil,Argentina,3,1,Copa América,Rio de Janeiro,Brazil,FALSE,Brazil,1919-05-18
Paraguay,Argentina,1,2,Friendly,Asunción,Paraguay,FALSE,Argentina,1919-05-21
Argentina,Chile,4,1,Copa América,Rio de Janeiro,Brazil,TRUE,Argentina,1919-05-22
Paraguay,Argentina,1,2,Friendly,Asunción,Paraguay,FALSE,Argentina,1919-05-24
Brazil,Uruguay,2,2,Copa América,Rio de Janeiro,Brazil,FALSE,DRAW,1919-05-26
Brazil,Uruguay,1,0,Copa América,Rio de Janeiro,Brazil,FALSE,Brazil,1919-05-29
Sweden,Finland,1,0,Friendly,Stockholm,Sweden,FALSE,Sweden,1919-05-29
Brazil,Argentina,3,3,Friendly,Rio de Janeiro,Brazil,FALSE,DRAW,1919-06-01
Denmark,Sweden,3,0,Friendly,Copenhagen,Denmark,FALSE,Denmark,1919-06-05
Netherlands,Sweden,3,1,Friendly,Amsterdam,Netherlands,FALSE,Netherlands,1919-06-09
Denmark,Norway,5,1,Friendly,Copenhagen,Denmark,FALSE,Denmark,1919-06-12
Norway,Sweden,4,3,Friendly,Kristiania,Norway,FALSE,Norway,1919-06-29
Uruguay,Argentina,4,1,Copa Premio Honor Uruguayo,Montevideo,Uruguay,FALSE,Uruguay,1919-07-18
Sweden,Netherlands,4,1,Friendly,Stockholm,Sweden,FALSE,Sweden,1919-08-24
Uruguay,Argentina,2,1,Copa Newton,Montevideo,Uruguay,FALSE,Uruguay,1919-08-24
Norway,Netherlands,1,1,Friendly,Oslo,Norway,FALSE,DRAW,1919-08-31
Argentina,Uruguay,1,2,Copa Lipton,Buenos Aires,Argentina,FALSE,Uruguay,1919-09-07
Sweden,Norway,1,5,Friendly,Gothenburg,Sweden,FALSE,Norway,1919-09-14
Norway,Denmark,3,2,Friendly,Kristiania,Norway,FALSE,Norway,1919-09-21
Finland,Sweden,3,3,Friendly,Helsinki,Finland,FALSE,DRAW,1919-09-28
Austria,Hungary,2,0,Friendly,Vienna,Austria,FALSE,Austria,1919-10-05
Sweden,Denmark,3,0,Friendly,Stockholm,Sweden,FALSE,Sweden,1919-10-12
Argentina,Uruguay,6,1,Copa Premio Honor Argentino,Buenos Aires,Argentina,FALSE,Argentina,1919-10-19
Northern Ireland,England,1,1,British Championship,Belfast,Republic of Ireland,FALSE,DRAW,1919-10-25
Hungary,Austria,3,2,Friendly,Budapest,Hungary,FALSE,Hungary,1919-11-09
Uruguay,Argentina,4,2,Friendly,Montevideo,Uruguay,FALSE,Uruguay,1919-12-07
Italy,France,9,4,Friendly,Milan,Italy,FALSE,Italy,1920-01-18
Northern Ireland,Wales,2,2,British Championship,Belfast,Republic of Ireland,FALSE,DRAW,1920-02-14
Wales,Scotland,1,1,British Championship,Cardiff,Wales,FALSE,DRAW,1920-02-26
Switzerland,France,0,2,Friendly,Geneva,Switzerland,FALSE,France,1920-02-29
Scotland,Northern Ireland,3,0,British Championship,Glasgow,Scotland,FALSE,Scotland,1920-03-13
England,Wales,1,2,British Championship,London,England,FALSE,Wales,1920-03-15
France,Belgium,2,1,Friendly,Paris,France,FALSE,France,1920-03-28
Switzerland,Italy,3,0,Friendly,Berne,Switzerland,FALSE,Switzerland,1920-03-28
Netherlands,Denmark,2,0,Friendly,Amsterdam,Netherlands,FALSE,Netherlands,1920-04-05
England,Scotland,5,4,British Championship,Sheffield,England,FALSE,England,1920-04-10
Austria,Hungary,2,2,Friendly,Vienna,Austria,FALSE,DRAW,1920-05-02
Italy,Netherlands,1,1,Friendly,Genoa,Italy,FALSE,DRAW,1920-05-13
Switzerland,Netherlands,2,1,Friendly,Basel,Switzerland,FALSE,Switzerland,1920-05-16
Sweden,Finland,4,0,Friendly,Stockholm,Sweden,FALSE,Sweden,1920-05-30
Sweden,Switzerland,0,1,Friendly,Stockholm,Sweden,FALSE,Switzerland,1920-06-06
Norway,Denmark,1,1,Friendly,Kristiania,Norway,FALSE,DRAW,1920-06-13
Norway,Sweden,0,3,Friendly,Kristiania,Norway,FALSE,Sweden,1920-06-27
Switzerland,Germany,4,1,Friendly,Zürich,Switzerland,FALSE,Switzerland,1920-06-27
Uruguay,Argentina,2,0,Copa Premio Honor Uruguayo,Montevideo,Uruguay,FALSE,Uruguay,1920-07-18
Argentina,Uruguay,1,3,Copa Newton,Buenos Aires,Argentina,FALSE,Uruguay,1920-07-25
Argentina,Uruguay,1,0,Copa Premio Honor Argentino,Buenos Aires,Argentina,FALSE,Argentina,1920-08-08
Chile,Brazil,0,1,Copa América,Viña del Mar,Chile,FALSE,Brazil,1920-09-11
Uruguay,Argentina,1,1,Copa América,Viña del Mar,Chile,TRUE,DRAW,1920-09-12
Brazil,Uruguay,0,6,Copa América,Viña del Mar,Chile,TRUE,Uruguay,1920-09-18
Finland,Sweden,1,0,Friendly,Helsinki,Finland,FALSE,Finland,1920-09-19
Chile,Argentina,1,1,Copa América,Viña del Mar,Chile,FALSE,DRAW,1920-09-20
Argentina,Brazil,2,0,Copa América,Viña del Mar,Chile,TRUE,Argentina,1920-09-25
Austria,Germany,3,2,Friendly,Vienna,Austria,FALSE,Austria,1920-09-26
Sweden,Norway,0,0,Friendly,Stockholm,Sweden,FALSE,DRAW,1920-09-26
Chile,Uruguay,1,2,Copa América,Viña del Mar,Chile,FALSE,Uruguay,1920-10-03
Sweden,Denmark,0,2,Friendly,Stockholm,Sweden,FALSE,Denmark,1920-10-10
Finland,Estonia,6,0,Friendly,Helsinki,Finland,FALSE,Finland,1920-10-17
England,Northern Ireland,2,0,British Championship,Sunderland,England,FALSE,England,1920-10-23
Germany,Hungary,1,0,Friendly,Berlin,Germany,FALSE,Germany,1920-10-24
Hungary,Austria,1,2,Friendly,Budapest,Hungary,FALSE,Austria,1920-11-07
Scotland,Wales,2,1,British Championship,Aberdeen,Scotland,FALSE,Scotland,1921-02-12
France,Italy,1,2,Friendly,Marseille,France,FALSE,Italy,1921-02-20
Northern Ireland,Scotland,0,2,British Championship,Belfast,Republic of Ireland,FALSE,Scotland,1921-02-26
Belgium,France,3,1,Friendly,Forest,Belgium,FALSE,Belgium,1921-03-06
Italy,Switzerland,2,1,Friendly,Milan,Italy,FALSE,Italy,1921-03-06
Wales,England,0,0,British Championship,Cardiff,Wales,FALSE,DRAW,1921-03-14
Austria,Sweden,2,2,Friendly,Vienna,Austria,FALSE,DRAW,1921-03-26
Catalonia,Provence,4,0,Friendly,Barcelona,Spain,FALSE,Catalonia,1921-04-03
Catalonia,Provence,1,0,Friendly,Barcelona,Spain,FALSE,Catalonia,1921-04-04
Paraguay,Argentina,3,1,Friendly,Asunción,Paraguay,FALSE,Paraguay,1921-04-07
Scotland,England,3,0,British Championship,Glasgow,Scotland,FALSE,Scotland,1921-04-09
Wales,Northern Ireland,2,1,British Championship,Swansea,Wales,FALSE,Wales,1921-04-09
Paraguay,Argentina,2,2,Friendly,Asunción,Paraguay,FALSE,DRAW,1921-04-14
Austria,Hungary,4,1,Friendly,Vienna,Austria,FALSE,Austria,1921-04-24
Switzerland,Austria,2,2,Friendly,St. Gallen,Switzerland,FALSE,DRAW,1921-05-01
Belgium,Italy,2,3,Friendly,Antwerp,Belgium,FALSE,Italy,1921-05-05
Germany,Austria,3,3,Friendly,Dresden,Germany,FALSE,DRAW,1921-05-05
Netherlands,Italy,2,2,Friendly,Amsterdam,Netherlands,FALSE,DRAW,1921-05-08
Belgium,Netherlands,1,1,Friendly,Antwerp,Belgium,FALSE,DRAW,1921-05-15
Belgium,England,0,2,Friendly,Brussels,Belgium,FALSE,England,1921-05-21
Norway,Finland,3,2,Friendly,Kristiania,Norway,FALSE,Norway,1921-05-25
Sweden,Finland,0,3,Friendly,Stockholm,Sweden,FALSE,Finland,1921-05-29
Japan,Philippines,0,3,Friendly,Shanghai,China PR,TRUE,Philippines,1921-05-30
Hungary,Germany,3,0,Friendly,Budapest,Hungary,FALSE,Hungary,1921-06-05
Denmark,Netherlands,1,1,Friendly,Copenhagen,Denmark,FALSE,DRAW,1921-06-12
Norway,Sweden,3,1,Friendly,Kristiania,Norway,FALSE,Norway,1921-06-19
Canada,Scotland,0,1,Friendly,Montréal,Canada,FALSE,Scotland,1921-07-09
Estonia,Sweden,0,0,Friendly,Tallinn,Estonia,FALSE,DRAW,1921-07-22
Sweden,Austria,1,3,Friendly,Stockholm,Sweden,FALSE,Austria,1921-07-24
Finland,Austria,2,3,Friendly,Helsinki,Finland,FALSE,Austria,1921-07-31
Estonia,Finland,0,3,Friendly,Tallinn,Estonia,FALSE,Finland,1921-08-28
Costa Rica,El Salvador,7,0,Friendly,Guatemala,Guatemala,TRUE,Costa Rica,1921-09-14
Finland,Germany,3,3,Friendly,Helsinki,Finland,FALSE,DRAW,1921-09-18
Guatemala,Costa Rica,0,6,Friendly,Guatemala,Guatemala,FALSE,Costa Rica,1921-09-18
Sweden,Norway,0,3,Friendly,Stockholm,Sweden,FALSE,Norway,1921-09-18
Chile,Argentina,1,4,Friendly,Viña del Mar,Chile,FALSE,Argentina,1921-09-25
Argentina,Brazil,1,0,Copa América,Buenos Aires,Argentina,FALSE,Argentina,1921-10-02
Chile,Argentina,1,1,Friendly,Santiago,Chile,FALSE,DRAW,1921-10-02
Denmark,Norway,3,1,Friendly,Copenhagen,Denmark,FALSE,Denmark,1921-10-02
Paraguay,Uruguay,2,1,Copa América,Buenos Aires,Argentina,TRUE,Paraguay,1921-10-09
Sweden,Denmark,0,0,Friendly,Stockholm,Sweden,FALSE,DRAW,1921-10-09
Brazil,Paraguay,3,0,Copa América,Buenos Aires,Argentina,TRUE,Brazil,1921-10-12
Argentina,Paraguay,3,0,Copa América,Buenos Aires,Argentina,FALSE,Argentina,1921-10-16
Northern Ireland,England,1,1,British Championship,Belfast,Republic of Ireland,FALSE,DRAW,1921-10-22
Brazil,Uruguay,1,2,Copa América,Buenos Aires,Argentina,TRUE,Uruguay,1921-10-23
Czechoslovakia,Yugoslavia,6,1,Friendly,Prague,Czechoslovakia,FALSE,Czechoslovakia,1921-10-28
Argentina,Uruguay,1,0,Copa América,Buenos Aires,Argentina,FALSE,Argentina,1921-10-30
Uruguay,Paraguay,4,2,Friendly,Montevideo,Uruguay,FALSE,Uruguay,1921-11-02
Hungary,Sweden,4,2,Friendly,Budapest,Hungary,FALSE,Hungary,1921-11-06
Switzerland,Italy,1,1,Friendly,Geneva,Switzerland,FALSE,DRAW,1921-11-06
Czechoslovakia,Sweden,2,2,Friendly,Prague,Czechoslovakia,FALSE,DRAW,1921-11-13
France,Netherlands,0,5,Friendly,Vincennes,France,FALSE,Netherlands,1921-11-13
Hungary,Poland,1,0,Friendly,Budapest,Hungary,FALSE,Hungary,1921-12-18
Spain,Portugal,3,1,Friendly,Madrid,Spain,FALSE,Spain,1921-12-18
France,Belgium,2,1,Friendly,Colombes,France,FALSE,France,1922-01-15
Italy,Austria,3,3,Friendly,Milan,Italy,FALSE,DRAW,1922-01-15
Wales,Scotland,2,1,British Championship,Wrexham,Wales,FALSE,Wales,1922-02-04
Italy,Czechoslovakia,1,1,Friendly,Turin,Italy,FALSE,DRAW,1922-02-26
